Date,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Property_Type,Fire_Cause,Fire_Severity,Casualty_Count,Response_Time,Fire_Duration
14/07/2020,19:44,Tuesday,San Francisco (Calihan),14.06805278,121.3231807,Cloudy,Commercial,Electrical,High,7,11,28
07/01/2020,7:56,Tuesday,San Crispin (Lumbangan),14.06675143,121.3180801,Rainy,Residential,Natural,Medium,5,5,34
10/06/2022,3:53,Friday,Del Remedio (Wawa),14.07233081,121.3216888,Cloudy,Industrial,Electrical,Low,0,8,10
22/07/2021,12:38,Thursday,IV-C,14.07515037,121.3209604,Cloudy,Residential,Cooking,High,8,5,95
04/02/2024,20:04,Sunday,Santa Filomena (Banagin),14.07823672,121.3288988,Sunny,Residential,Cooking,High,10,13,32
05/01/2021,14:03,Tuesday,II-C (Unson),14.07368888,121.3214144,Sunny,Industrial,Other,Low,0,11,48
26/03/2021,18:00,Friday,San Ignacio,14.06610039,121.3207565,Sunny,Residential,Arson,Medium,5,10,25
04/11/2024,20:23,Monday,V-D,14.07218565,121.3153854,Stormy,Residential,Other,Medium,7,6,21
26/02/2024,21:55,Monday,III-B,14.0655169,121.3264255,Cloudy,Residential,Natural,Low,0,14,62
30/12/2024,13:04,Monday,Santa Maria,14.06870442,121.3195962,Sunny,Residential,Arson,High,7,6,55
05/02/2020,4:06,Wednesday,San Juan (Putol),14.07209929,121.3203981,Sunny,Commercial,Electrical,Medium,1,11,10
09/07/2023,3:59,Sunday,San Marcos (Tikew),14.06047537,121.3167441,Cloudy,Residential,Other,Medium,3,13,13
09/02/2023,20:49,Thursday,VI-D (Lparkers),14.07713122,121.3167614,Sunny,Residential,Natural,Low,0,12,50
25/08/2021,22:41,Wednesday,Santa Maria Magdalena (Boe / Kuba),14.0705691,121.31424,Sunny,Commercial,Arson,Medium,2,6,123
31/05/2023,4:57,Wednesday,San Ignacio,14.07096602,121.3137004,Rainy,Residential,Cooking,High,6,8,284
22/11/2023,19:21,Wednesday,Santiago 1 (Bulaho),14.06289141,121.3248525,Sunny,Commercial,Cooking,Medium,3,8,106
28/09/2020,0:03,Monday,III-B,14.07174828,121.3108472,Sunny,Commercial,Natural,Medium,4,10,50
27/01/2024,18:41,Saturday,San Lucas 1 (Sabang),14.07294248,121.3224928,Sunny,Industrial,Other,High,3,6,66
14/01/2024,2:08,Sunday,San Lorenzo (Saluyan),14.0723623,121.3200509,Rainy,Residential,Natural,Medium,2,7,19
05/09/2023,22:23,Tuesday,Santa Filomena (Banagin),14.06737224,121.3176405,Cloudy,Forest,Natural,Medium,2,9,10
22/06/2020,22:38,Monday,Santiago II (Bulaho),14.0703399,121.321573,Rainy,Residential,Electrical,Medium,3,8,65
16/06/2021,19:02,Wednesday,San Nicolas (Mag-ampong),14.06886197,121.3229605,Sunny,Commercial,Electrical,Low,1,11,48
04/12/2023,5:36,Monday,Santa Filomena (Banagin),14.07985271,121.3115452,Stormy,Forest,Natural,High,2,14,23
03/10/2022,12:42,Monday,IV-B,14.06714974,121.3202334,Sunny,Forest,Natural,Low,1,5,90
12/02/2020,16:37,Wednesday,Santo Niño (Arsum),14.0721108,121.3143149,Sunny,Residential,Electrical,Low,0,5,21
25/06/2021,12:02,Friday,Santa Veronica (Bae),14.0784223,121.3191903,Cloudy,Residential,Electrical,Medium,1,8,49
03/01/2022,14:02,Monday,San Juan (Putol),14.0746492,121.3233703,Sunny,Commercial,Cooking,High,2,12,58
12/11/2021,21:16,Friday,I-A (Sambat),14.08103297,121.3203881,Cloudy,Forest,Natural,High,4,8,79
31/01/2021,21:03,Sunday,Santa Veronica (Bae),14.06948895,121.3149966,Sunny,Forest,Arson,Low,0,6,14
07/06/2024,9:11,Friday,San Roque (Sambat),14.08240198,121.3155073,Rainy,Residential,Other,High,12,11,117
29/03/2021,21:43,Monday,Santa Maria Magdalena (Boe / Kuba),14.06647627,121.3191466,Cloudy,Commercial,Natural,Low,0,6,10
17/01/2024,5:23,Wednesday,Santa Ana,14.07112761,121.3194015,Cloudy,Residential,Arson,Medium,4,10,13
24/07/2023,13:38,Monday,VII-C,14.06190066,121.3131651,Stormy,Residential,Cooking,Medium,2,6,213
13/10/2020,4:28,Tuesday,Bautista,14.07334044,121.3161262,Cloudy,Industrial,Cooking,High,1,10,150
18/12/2020,18:02,Friday,VI-D (Lparkers),14.08003668,121.3149778,Stormy,Residential,Arson,Medium,5,9,15
21/02/2022,18:53,Monday,IV-C,14.06956056,121.3232936,Sunny,Residential,Natural,Low,0,10,15
08/02/2020,8:06,Saturday,II-E (San Anton),14.07560257,121.3210071,Sunny,Commercial,Electrical,Low,1,8,10
04/04/2024,18:07,Thursday,V-A,14.06113185,121.3300035,Rainy,Residential,Arson,Low,3,12,28
06/07/2020,14:48,Monday,San Nicolas (Mag-ampong),14.06405797,121.3176576,Rainy,Residential,Arson,Low,0,11,17
17/05/2024,21:14,Friday,Santa Veronica (Bae),14.07036661,121.3112367,Sunny,Commercial,Cooking,Medium,3,11,44
29/05/2021,21:56,Saturday,VII-E,14.07377172,121.3255989,Sunny,Residential,Arson,Low,1,9,11
02/10/2020,0:39,Friday,Santa Ana,14.06254516,121.3193071,Stormy,Residential,Arson,Medium,2,13,175
06/04/2024,12:20,Saturday,Bautista,14.07336576,121.3251642,Cloudy,Commercial,Cooking,Medium,5,11,35
04/06/2022,1:40,Saturday,III-C (Labak/De Roma),14.06396637,121.3175146,Sunny,Residential,Arson,Medium,2,9,10
10/07/2021,20:09,Saturday,Dolores,14.07229419,121.3046479,Stormy,Forest,Natural,Medium,1,13,39
08/12/2024,6:01,Sunday,San Pedro,14.06135078,121.3232319,Sunny,Residential,Other,Low,0,6,10
23/08/2020,18:08,Sunday,San Gregorio,14.06648537,121.3238527,Cloudy,Residential,Cooking,High,5,13,318
20/02/2020,11:59,Thursday,V-D,14.07865383,121.326984,Cloudy,Residential,Electrical,Low,0,8,133
09/10/2020,12:44,Friday,Dolores,14.0722804,121.3213913,Cloudy,Residential,Natural,Medium,1,10,44
17/03/2023,21:19,Friday,III-E,14.05908702,121.3296837,Cloudy,Residential,Other,Low,0,10,65
27/11/2020,4:53,Friday,San Nicolas (Mag-ampong),14.06887998,121.3104148,Rainy,Forest,Natural,Low,0,6,10
04/06/2023,13:47,Sunday,San Juan (Putol),14.07613454,121.321247,Cloudy,Commercial,Cooking,Low,0,13,53
17/07/2020,22:49,Friday,III-C (Labak/De Roma),14.06691495,121.3232598,Rainy,Residential,Arson,Low,1,15,16
20/02/2021,10:45,Saturday,San Vicente,14.0710342,121.3244768,Cloudy,Residential,Arson,High,12,5,35
30/06/2020,5:26,Tuesday,Del Remedio (Wawa),14.06911904,121.3203085,Rainy,Forest,Other,High,4,8,641
16/10/2020,4:40,Friday,Santa Filomena (Banagin),14.06874317,121.3168455,Rainy,Residential,Arson,Low,0,13,46
10/10/2020,15:05,Saturday,Soledad (Macopa),14.074102,121.3237615,Rainy,Residential,Arson,High,7,9,86
04/06/2022,3:21,Saturday,V-A,14.07081797,121.3188677,Cloudy,Residential,Other,Low,0,9,147
12/02/2023,21:28,Sunday,VI-D (Lparkers),14.06105352,121.3188056,Sunny,Forest,Other,Low,0,10,27
03/07/2023,15:43,Monday,VI-D (Lparkers),14.06658498,121.3204825,Sunny,Residential,Cooking,Medium,2,12,12
15/04/2024,8:42,Monday,VI-E (YMCA),14.06414482,121.3200862,Cloudy,Industrial,Cooking,Medium,0,14,15
10/08/2020,20:26,Monday,V-A,14.07992741,121.3193037,Sunny,Industrial,Cooking,Medium,2,6,38
06/06/2022,3:13,Monday,V-C,14.07132832,121.3199587,Rainy,Residential,Electrical,High,9,5,37
21/01/2023,3:28,Saturday,II-F (Villa Rey),14.07056681,121.3246636,Cloudy,Residential,Natural,Medium,2,6,18
09/12/2020,18:06,Wednesday,VI-B,14.07218743,121.3212857,Cloudy,Residential,Electrical,Medium,3,11,28
05/05/2024,3:54,Sunday,V-C,14.07344444,121.3135549,Cloudy,Commercial,Other,Low,0,12,120
02/02/2023,21:29,Thursday,San Bartolome (Matang-ag),14.07207055,121.3262075,Rainy,Residential,Electrical,Low,0,8,26
16/07/2020,14:31,Thursday,VII-A (P. Alcantara),14.06835446,121.3232205,Cloudy,Industrial,Electrical,Medium,1,9,56
18/09/2024,3:59,Wednesday,II-F (Villa Rey),14.06602624,121.3212114,Sunny,Commercial,Electrical,Low,1,5,31
07/04/2023,8:34,Friday,San Antonio 2 (Sapa),14.07402804,121.3140611,Sunny,Residential,Arson,Medium,4,10,189
06/07/2021,12:39,Tuesday,VII-C,14.07057242,121.3137859,Rainy,Residential,Natural,High,10,11,121
11/12/2020,18:25,Friday,II-B (Guadalupe 1),14.07179628,121.3248366,Stormy,Residential,Natural,Medium,4,10,46
22/07/2022,17:52,Friday,San Joaquin,14.06178151,121.3235531,Sunny,Residential,Electrical,Medium,0,15,47
21/09/2020,15:14,Monday,San Gabriel (Butucan),14.06467589,121.3200777,Sunny,Commercial,Electrical,Low,0,11,10
22/11/2022,16:35,Tuesday,Dolores,14.0606384,121.3212459,Sunny,Residential,Cooking,Medium,4,8,22
06/04/2024,8:45,Saturday,San Joaquin,14.07435732,121.3134531,Rainy,Commercial,Electrical,Medium,0,5,28
04/01/2021,0:23,Monday,II-B (Guadalupe 1),14.06861908,121.3130843,Cloudy,Commercial,Arson,Low,0,6,10
20/02/2020,10:07,Thursday,IV-A,14.07172036,121.3212196,Cloudy,Residential,Arson,Medium,2,8,23
19/10/2021,7:11,Tuesday,San Nicolas (Mag-ampong),14.07447129,121.3228033,Cloudy,Residential,Electrical,Medium,5,9,14
08/12/2020,5:38,Tuesday,Santisimo Rosario (Balagbag),14.06820182,121.3351236,Sunny,Residential,Electrical,Medium,3,11,44
31/12/2020,9:17,Thursday,San Joaquin,14.07728572,121.3286509,Cloudy,Forest,Arson,Low,0,10,65
12/11/2023,23:58,Sunday,VI-C (Bagong Pook),14.07578529,121.3229937,Sunny,Residential,Electrical,High,7,13,31
29/04/2022,6:22,Friday,San Antonio 2 (Sapa),14.06994143,121.3251484,Sunny,Residential,Electrical,Low,0,12,10
31/07/2020,2:22,Friday,San Nicolas (Mag-ampong),14.07556488,121.3159932,Sunny,Residential,Other,Low,0,11,16
15/11/2022,4:33,Tuesday,Santo Angel (Ilog),14.06741868,121.3180276,Sunny,Industrial,Cooking,Low,0,11,70
28/12/2020,5:32,Monday,II-C (Unson),14.06941526,121.3221061,Cloudy,Residential,Other,Low,2,12,38
11/10/2022,10:30,Tuesday,Santo Niño (Arsum),14.06818276,121.3272323,Cloudy,Residential,Electrical,Medium,2,8,17
02/11/2023,14:42,Thursday,San Bartolome (Matang-ag),14.06674778,121.3296529,Rainy,Commercial,Cooking,Medium,2,13,76
20/04/2024,22:23,Saturday,I-A (Sambat),14.07304618,121.3155349,Sunny,Residential,Arson,Low,0,16,19
01/11/2020,20:23,Sunday,Santo Angel (Ilog),14.06694496,121.3116604,Cloudy,Residential,Cooking,Medium,6,10,10
18/08/2021,21:28,Wednesday,III-A (Hermanos Belen),14.07885877,121.3255355,Sunny,Industrial,Arson,Low,1,8,10
19/11/2021,17:35,Friday,Santa Veronica (Bae),14.0750581,121.3192816,Sunny,Residential,Arson,Medium,2,6,10
05/04/2022,19:13,Tuesday,San Pedro,14.08047701,121.3254094,Sunny,Forest,Other,Medium,0,9,77
09/05/2020,4:13,Saturday,VII-B,14.06648375,121.3150473,Sunny,Residential,Other,Medium,2,9,10
18/12/2024,3:35,Wednesday,V-D,14.07812234,121.3247023,Sunny,Commercial,Arson,Low,1,15,22
07/05/2024,16:31,Tuesday,San Lorenzo (Saluyan),14.07097483,121.3241874,Sunny,Residential,Cooking,Low,1,10,37
22/10/2023,9:58,Sunday,Concepcion (Bunot),14.07243567,121.3186666,Cloudy,Residential,Arson,Medium,2,11,84
06/12/2020,3:42,Sunday,San Francisco (Calihan),14.06756004,121.3144365,Sunny,Residential,Cooking,Low,1,7,10
11/05/2020,5:48,Monday,V-D,14.06895194,121.3171285,Sunny,Residential,Arson,High,7,11,13
04/08/2020,17:42,Tuesday,Santiago II (Bulaho),14.06509581,121.322044,Rainy,Commercial,Natural,Low,0,8,10
21/11/2024,6:02,Thursday,II-A (Triangulo Guadalupe 2),14.06576331,121.3146239,Sunny,Residential,Electrical,Low,0,5,10
22/04/2024,21:40,Monday,San Antonio 1 (Balanga),14.06188492,121.3140368,Sunny,Commercial,Electrical,Low,0,9,34
26/04/2022,9:09,Tuesday,VII-B,14.06632802,121.3178699,Sunny,Residential,Other,Low,1,12,63
04/05/2023,9:45,Thursday,V-A,14.06886498,121.3151317,Sunny,Residential,Electrical,Low,1,11,26
13/09/2023,1:37,Wednesday,San Joaquin,14.07514885,121.3237535,Cloudy,Industrial,Cooking,Low,0,9,24
17/01/2021,20:28,Sunday,Santa Ana,14.07955544,121.3223177,Sunny,Residential,Electrical,High,8,7,13
26/11/2024,13:47,Tuesday,San Buenaventura (Palakpakin),14.0644895,121.3204748,Rainy,Commercial,Cooking,Low,1,13,10
11/09/2024,20:56,Wednesday,Santa Ana,14.06266472,121.3169574,Sunny,Residential,Electrical,Medium,5,8,58
19/11/2023,10:05,Sunday,I-C (Bagong Bayan),14.06137328,121.3163783,Cloudy,Commercial,Natural,Medium,3,6,77
07/10/2021,7:13,Thursday,Santa Elena,14.07358413,121.3259218,Cloudy,Residential,Arson,Medium,6,10,167
01/12/2020,21:12,Tuesday,San Lucas 1 (Sabang),14.07249706,121.3200447,Sunny,Commercial,Arson,Medium,4,11,60
01/02/2024,14:46,Thursday,II-F (Villa Rey),14.07412787,121.3085508,Stormy,Residential,Cooking,Medium,5,12,31
25/07/2022,9:32,Monday,San Buenaventura (Palakpakin),14.06869622,121.3200802,Sunny,Residential,Cooking,Medium,3,9,24
13/08/2023,11:00,Sunday,San Vicente,14.06821282,121.3230174,Sunny,Residential,Cooking,Medium,5,5,34
16/02/2021,18:06,Tuesday,II-C (Unson),14.06597841,121.315139,Cloudy,Residential,Other,Low,1,7,18
04/05/2023,19:13,Thursday,San Antonio 1 (Balanga),14.07007749,121.3181311,Sunny,Residential,Cooking,Medium,2,9,33
21/02/2023,13:17,Tuesday,San Juan (Putol),14.07106404,121.3159171,Stormy,Residential,Cooking,Low,1,14,64
20/09/2020,15:46,Sunday,San Gabriel (Butucan),14.07664321,121.3158646,Cloudy,Residential,Electrical,Low,1,6,10
05/01/2022,20:20,Wednesday,Santa Filomena (Banagin),14.07130559,121.3232056,Sunny,Industrial,Electrical,Low,0,7,27
10/05/2021,22:55,Monday,Soledad (Macopa),14.06616605,121.3197647,Sunny,Residential,Electrical,Low,0,6,34
28/07/2022,22:37,Thursday,V-C,14.07035983,121.3212492,Sunny,Commercial,Other,Medium,1,11,70
11/08/2024,7:06,Sunday,Santa Veronica (Bae),14.06925216,121.3170467,Rainy,Residential,Cooking,Medium,6,11,58
06/05/2024,13:58,Monday,San Joaquin,14.07320177,121.3206639,Sunny,Commercial,Arson,Medium,3,12,13
18/11/2023,1:28,Saturday,V-C,14.07782388,121.3143261,Cloudy,Industrial,Electrical,Low,1,14,148
22/09/2021,18:27,Wednesday,III-A (Hermanos Belen),14.07518321,121.3233537,Sunny,Residential,Electrical,Low,0,8,10
04/05/2022,7:14,Wednesday,V-D,14.07390659,121.3244055,Cloudy,Industrial,Arson,Medium,4,5,35
19/12/2023,22:44,Tuesday,San Marcos (Tikew),14.0656596,121.3252445,Sunny,Forest,Natural,Medium,0,13,10
03/05/2024,9:49,Friday,Dolores,14.0666798,121.3246288,Cloudy,Residential,Other,Low,0,10,10
05/11/2022,2:58,Saturday,San Roque (Sambat),14.07136166,121.3199023,Sunny,Industrial,Natural,Medium,3,5,10
09/04/2021,16:25,Friday,VII-A (P. Alcantara),14.06842067,121.3207764,Sunny,Residential,Natural,Low,0,7,77
07/12/2024,8:27,Saturday,VII-C,14.07814984,121.327951,Sunny,Residential,Cooking,Medium,2,9,34
07/09/2024,8:15,Saturday,San Antonio 1 (Balanga),14.06185856,121.3189667,Cloudy,Residential,Arson,Low,0,9,10
10/06/2020,7:05,Wednesday,V-C,14.06796912,121.3202404,Sunny,Industrial,Natural,High,3,11,135
14/10/2024,5:34,Monday,Santisimo Rosario (Balagbag),14.06385442,121.3308025,Stormy,Residential,Electrical,Low,0,10,10
28/10/2024,9:29,Monday,San Roque (Sambat),14.06530582,121.3234258,Cloudy,Residential,Other,Low,2,9,44
06/07/2020,15:02,Monday,Santa Ana,14.06597513,121.3154194,Stormy,Residential,Cooking,Medium,3,13,10
01/07/2024,13:29,Monday,San Buenaventura (Palakpakin),14.06534358,121.3111737,Cloudy,Residential,Cooking,Medium,3,13,27
09/02/2020,22:20,Sunday,Concepcion (Bunot),14.06945897,121.3235401,Cloudy,Residential,Electrical,Medium,1,10,19
15/03/2020,21:54,Sunday,II-E (San Anton),14.07227419,121.3200048,Sunny,Industrial,Natural,Medium,2,8,12
11/01/2021,18:15,Monday,San Cristobal,14.06507232,121.3196599,Sunny,Industrial,Cooking,Low,1,11,10
08/07/2021,4:49,Thursday,San Buenaventura (Palakpakin),14.07504669,121.3196541,Cloudy,Residential,Cooking,High,8,11,71
14/02/2021,3:22,Sunday,San Juan (Putol),14.07169818,121.3288825,Cloudy,Commercial,Natural,High,4,13,176
26/08/2022,17:51,Friday,Concepcion (Bunot),14.06757242,121.3185379,Cloudy,Residential,Electrical,Medium,3,7,10
05/01/2024,16:29,Friday,San Roque (Sambat),14.06574848,121.3288395,Sunny,Residential,Arson,High,5,7,122
16/03/2020,15:49,Monday,San Antonio 2 (Sapa),14.07010177,121.3187443,Rainy,Residential,Electrical,Medium,3,8,251
29/07/2021,3:18,Thursday,Santo Niño (Arsum),14.06915407,121.3159113,Rainy,Commercial,Natural,Low,0,7,10
08/04/2024,22:23,Monday,San Antonio 2 (Sapa),14.07564277,121.3215221,Sunny,Residential,Arson,Low,0,7,11
15/09/2020,22:12,Tuesday,Dolores,14.06344649,121.3209358,Sunny,Commercial,Natural,High,5,8,79
20/10/2022,17:03,Thursday,San Crispin (Lumbangan),14.07297736,121.3119706,Rainy,Residential,Natural,Medium,4,6,65
29/01/2021,18:03,Friday,San Nicolas (Mag-ampong),14.06463139,121.3249578,Sunny,Residential,Electrical,High,16,9,373
01/08/2024,3:34,Thursday,III-A (Hermanos Belen),14.06170707,121.3290608,Sunny,Commercial,Arson,High,6,7,35
16/10/2021,8:20,Saturday,VII-C,14.07437875,121.3166328,Sunny,Residential,Arson,Low,1,9,51
30/11/2022,19:40,Wednesday,III-F (Balagtas),14.07080009,121.3198881,Sunny,Industrial,Natural,Medium,1,10,51
29/07/2020,22:42,Wednesday,V-A,14.06958167,121.3160081,Cloudy,Residential,Cooking,High,3,7,10
28/04/2021,5:54,Wednesday,II-C (Unson),14.06334059,121.327574,Sunny,Residential,Other,Medium,2,13,10
26/06/2022,1:16,Sunday,San Juan (Putol),14.06453178,121.3243105,Sunny,Residential,Electrical,High,6,8,42
16/10/2020,23:48,Friday,San Nicolas (Mag-ampong),14.06885032,121.3228614,Sunny,Residential,Natural,Medium,6,8,26
27/05/2023,22:21,Saturday,VI-A (Mavenida),14.06653864,121.315841,Sunny,Residential,Natural,Low,0,9,12
31/07/2020,7:03,Friday,Santa Cruz (Putol),14.07057214,121.3223468,Sunny,Residential,Arson,Medium,1,11,34
13/10/2024,1:51,Sunday,San Francisco (Calihan),14.07644238,121.3197178,Sunny,Residential,Cooking,Low,0,10,10
28/06/2023,4:05,Wednesday,V-D,14.06864605,121.3260909,Sunny,Residential,Cooking,Low,1,5,27
17/05/2024,21:53,Friday,Concepcion (Bunot),14.06384879,121.3206412,Sunny,Commercial,Other,Medium,4,8,59
30/11/2022,11:26,Wednesday,San Rafael (Buluburan),14.07528921,121.3310662,Rainy,Forest,Natural,Medium,2,15,16
26/01/2021,21:01,Tuesday,VII-B,14.06749954,121.3231265,Sunny,Residential,Electrical,Medium,0,12,23
26/02/2020,21:42,Wednesday,San Diego (Tilim),14.07060255,121.3182619,Sunny,Commercial,Cooking,Medium,2,9,79
09/07/2024,19:52,Tuesday,Santo Niño (Arsum),14.07023134,121.3202979,Rainy,Residential,Arson,Medium,2,14,45
16/11/2020,23:42,Monday,San Vicente,14.07343849,121.3198001,Cloudy,Residential,Cooking,Medium,4,8,86
16/01/2020,5:08,Thursday,San Gregorio,14.07175285,121.320712,Cloudy,Residential,Electrical,High,8,6,14
15/11/2024,19:11,Friday,San Nicolas (Mag-ampong),14.06252863,121.3241923,Sunny,Residential,Natural,High,2,7,60
09/04/2023,6:15,Sunday,San Nicolas (Mag-ampong),14.06804592,121.3153707,Sunny,Industrial,Natural,High,5,13,25
20/07/2021,22:56,Tuesday,III-D (Vilongco),14.07828068,121.3284893,Cloudy,Residential,Cooking,High,10,15,83
23/12/2024,4:45,Monday,III-C (Labak/De Roma),14.07520906,121.3100714,Cloudy,Residential,Natural,Medium,4,10,78
01/07/2022,10:05,Friday,San Buenaventura (Palakpakin),14.06724867,121.3202423,Stormy,Industrial,Cooking,Medium,1,7,118
28/01/2021,18:39,Thursday,VI-C (Bagong Pook),14.06369878,121.3143618,Cloudy,Industrial,Electrical,Low,0,14,10
05/10/2021,3:21,Tuesday,II-C (Unson),14.06618506,121.3223551,Sunny,Industrial,Electrical,High,1,9,64
23/07/2023,12:28,Sunday,San Pedro,14.0591041,121.3146348,Rainy,Residential,Cooking,Low,2,11,14
21/09/2024,19:21,Saturday,III-D (Vilongco),14.07210312,121.3196415,Sunny,Residential,Cooking,Low,1,12,91
28/08/2021,21:22,Saturday,Santa Cruz (Putol),14.0667743,121.323377,Rainy,Residential,Natural,Medium,2,11,10
21/07/2021,3:20,Wednesday,San Cristobal,14.06399592,121.3302662,Sunny,Residential,Other,Low,0,7,15
19/10/2020,13:42,Monday,Soledad (Macopa),14.06956187,121.3188135,Sunny,Residential,Cooking,Medium,2,8,29
14/01/2021,19:09,Thursday,III-E,14.06133745,121.3169468,Cloudy,Commercial,Natural,High,6,7,10
19/12/2020,14:06,Saturday,San Gregorio,14.06958889,121.3223608,Sunny,Residential,Arson,Medium,2,8,27
16/04/2024,4:02,Tuesday,Dolores,14.06551834,121.3207702,Sunny,Commercial,Cooking,Medium,2,11,93
09/05/2024,21:40,Thursday,San Joaquin,14.07238421,121.3237692,Cloudy,Industrial,Cooking,Low,0,15,10
28/12/2022,7:52,Wednesday,San Cristobal,14.07374995,121.3111567,Sunny,Commercial,Arson,Low,0,14,24
13/07/2020,1:34,Monday,Santisimo Rosario (Balagbag),14.06564628,121.3210212,Sunny,Industrial,Other,High,5,9,147
04/07/2024,6:29,Thursday,San Lucas 2 (Malinaw),14.06970858,121.3209786,Sunny,Commercial,Electrical,High,2,12,10
19/09/2021,17:33,Sunday,Santa Ana,14.07330795,121.3179783,Stormy,Residential,Natural,High,4,9,125
23/04/2021,9:26,Friday,II-C (Unson),14.07327752,121.3132549,Sunny,Commercial,Cooking,Medium,5,12,84
22/05/2022,18:05,Sunday,V-B,14.06493681,121.3200852,Cloudy,Residential,Cooking,Medium,0,10,24
30/12/2021,21:38,Thursday,I-A (Sambat),14.0694593,121.3211759,Cloudy,Residential,Other,Medium,1,10,185
13/08/2021,13:36,Friday,Santa Cruz (Putol),14.06908493,121.3207628,Rainy,Residential,Electrical,Medium,4,13,32
20/07/2021,6:07,Tuesday,II-B (Guadalupe 1),14.07244927,121.327675,Cloudy,Residential,Natural,Low,2,7,29
25/03/2023,2:14,Saturday,V-B,14.06348862,121.3178531,Sunny,Commercial,Cooking,High,3,8,76
17/07/2022,21:57,Sunday,II-A (Triangulo Guadalupe 2),14.07486801,121.3263973,Sunny,Residential,Electrical,Low,0,15,15
17/10/2021,1:49,Sunday,Santa Maria,14.06935338,121.3286301,Sunny,Forest,Arson,Low,0,12,20
27/01/2024,2:16,Saturday,Concepcion (Bunot),14.06030627,121.3161192,Rainy,Forest,Natural,Low,0,5,11
06/06/2024,21:10,Thursday,Santa Elena,14.06187128,121.3185987,Cloudy,Residential,Cooking,High,7,10,10
09/10/2021,20:17,Saturday,VI-C (Bagong Pook),14.07634182,121.3202298,Rainy,Industrial,Natural,Medium,2,11,72
02/03/2024,3:24,Saturday,VI-B,14.07030192,121.3188565,Rainy,Commercial,Cooking,Low,1,8,41
16/12/2024,21:22,Monday,VI-D (Lparkers),14.0664933,121.3281574,Sunny,Commercial,Arson,Low,1,12,52
16/11/2020,11:53,Monday,Santiago 1 (Bulaho),14.07187287,121.3262119,Sunny,Commercial,Natural,Low,2,8,10
26/04/2021,15:34,Monday,Santiago II (Bulaho),14.0748166,121.3234243,Rainy,Residential,Arson,Medium,3,8,152
04/06/2022,0:20,Saturday,Concepcion (Bunot),14.08277056,121.3146362,Sunny,Commercial,Other,Medium,3,9,326
16/11/2020,18:59,Monday,II-D (Bulante),14.07632455,121.323337,Sunny,Commercial,Electrical,Medium,3,6,10
08/06/2024,1:41,Saturday,IV-B,14.07750663,121.3219682,Sunny,Commercial,Arson,High,5,5,22
03/02/2023,15:35,Friday,Santiago II (Bulaho),14.06552161,121.3231617,Sunny,Forest,Arson,Medium,2,7,30
29/08/2022,7:57,Monday,San Lucas 2 (Malinaw),14.07366444,121.3217461,Cloudy,Residential,Arson,Medium,2,5,67
14/12/2023,14:05,Thursday,Santo Niño (Arsum),14.06578109,121.3238231,Cloudy,Commercial,Cooking,Medium,2,6,31
27/10/2020,5:27,Tuesday,VII-E,14.07736752,121.3162778,Sunny,Residential,Cooking,Low,1,7,47
11/10/2022,2:51,Tuesday,II-A (Triangulo Guadalupe 2),14.06924061,121.3150268,Sunny,Residential,Cooking,Low,0,7,10
28/05/2022,9:37,Saturday,Santo Cristo,14.07136895,121.3263857,Sunny,Commercial,Natural,High,8,11,307
22/04/2022,22:02,Friday,San Pedro,14.07524635,121.3332502,Cloudy,Commercial,Natural,High,8,9,29
25/04/2023,21:41,Tuesday,I-A (Sambat),14.06990223,121.3272758,Sunny,Residential,Arson,High,5,12,61
19/01/2020,16:05,Sunday,Santa Catalina (Sandig),14.07714045,121.3159652,Cloudy,Residential,Arson,Medium,4,5,35
02/05/2020,11:37,Saturday,Santa Maria Magdalena (Boe / Kuba),14.06696643,121.3158844,Stormy,Commercial,Arson,Low,0,7,10
04/08/2023,22:58,Friday,Santo Cristo,14.06764857,121.3189032,Cloudy,Commercial,Electrical,Medium,0,11,38
09/10/2020,18:30,Friday,San Gabriel (Butucan),14.07162078,121.3182317,Sunny,Residential,Cooking,Medium,5,6,29
05/11/2021,21:49,Friday,VI-B,14.07832105,121.3215522,Stormy,Residential,Arson,Medium,3,16,10
02/03/2023,19:34,Thursday,San Ignacio,14.05921675,121.3180611,Sunny,Residential,Electrical,Low,0,15,16
27/10/2020,10:06,Tuesday,Dolores,14.07065538,121.3210043,Rainy,Commercial,Arson,Low,0,9,24
11/01/2022,21:59,Tuesday,V-D,14.07566029,121.321538,Sunny,Forest,Other,Low,0,8,15
01/03/2020,7:40,Sunday,Santa Filomena (Banagin),14.07266634,121.3193072,Stormy,Residential,Electrical,Low,0,13,14
22/02/2024,23:19,Thursday,VI-C (Bagong Pook),14.06978753,121.3216709,Sunny,Commercial,Electrical,High,4,7,86
30/12/2023,13:30,Saturday,II-D (Bulante),14.07305866,121.3311016,Sunny,Commercial,Electrical,Medium,1,7,273
09/08/2021,1:11,Monday,II-D (Bulante),14.07453234,121.3109693,Sunny,Forest,Natural,High,3,14,19
10/02/2020,15:47,Monday,V-B,14.07268791,121.3206313,Sunny,Residential,Arson,Low,3,12,50
25/05/2021,6:48,Tuesday,San Joaquin,14.06760745,121.3187386,Cloudy,Residential,Arson,Medium,3,6,37
