Date,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Road_Condition,Vehicle_Type,Driver_Age,Driver_Gender,Accident_Type,Injuries,Fatalities
10/12/2023,5:19,Sunday,San Ignacio,14.08626024,121.3334214,Cloudy,Dry,Motorcycle,28,Male,Head-on collision,5,0
03/02/2021,9:31,Wednesday,San Gregorio,14.07096875,121.3196795,Sunny,Dry,Bus,21,Male,Side-impact collision,3,0
19/08/2021,20:39,Thursday,II-D (Bulante),14.05098179,121.3002593,Cloudy,Dry,Motorcycle,36,Male,Single vehicle accident,0,0
09/05/2022,13:56,Monday,I-A (Sambat),14.06026887,121.3454537,Sunny,Dry,Truck,45,Male,Rear-end collision,0,0
26/08/2024,13:09,Monday,San Buenaventura (Palakpakin),14.09108459,121.3280282,Sunny,Dry,Motorcycle,36,Male,Pedestrian accident,1,0
05/08/2020,10:53,Wednesday,San Crispin (Lumbangan),14.06112789,121.3110556,Sunny,Dry,Bicycle,52,Male,Head-on collision,6,0
12/12/2020,22:48,Saturday,II-B (Guadalupe 1),14.0839435,121.3305189,Rainy,Wet,Bus,53,Female,Rear-end collision,2,0
10/09/2024,23:13,Tuesday,Santa Isabel,14.04992708,121.2997443,Sunny,Potholes,Car,22,Male,Head-on collision,4,0
31/03/2020,21:28,Tuesday,San Antonio 2 (Sapa),14.08044297,121.3141952,Sunny,Dry,Motorcycle,27,Male,Single vehicle accident,2,1
11/05/2024,19:04,Saturday,San Nicolas (Mag-ampong),14.0804843,121.3179503,Sunny,Gravel,Car,38,Male,Rear-end collision,1,0
19/08/2024,17:37,Monday,VI-E (YMCA),14.04863785,121.300552,Cloudy,Dry,Car,34,Female,Side-impact collision,0,0
13/04/2021,4:44,Tuesday,San Cristobal,14.09122619,121.3414217,Sunny,Dry,Car,43,Male,Head-on collision,2,0
16/07/2022,5:16,Saturday,San Diego (Tilim),14.07810333,121.329203,Cloudy,Dry,Motorcycle,46,Male,Side-impact collision,1,0
15/03/2024,8:13,Friday,VI-D (Lparkers),14.05862206,121.3099598,Sunny,Gravel,Motorcycle,39,Male,Rear-end collision,1,0
25/06/2020,22:50,Thursday,V-D,14.07802332,121.3203351,Rainy,Wet,Car,23,Female,Single vehicle accident,1,0
21/01/2020,15:57,Tuesday,VII-E,14.08074043,121.3296308,Cloudy,Dry,Bus,26,Male,Rear-end collision,2,0
02/01/2021,15:08,Saturday,San Rafael (Buluburan),14.04901153,121.3006408,Sunny,Dry,Car,27,Male,Rear-end collision,0,0
12/08/2022,9:58,Friday,Santa Monica,14.07293121,121.3318792,Sunny,Dry,Motorcycle,28,Female,Rear-end collision,1,0
15/08/2023,6:59,Tuesday,VII-C,14.05966709,121.3111466,Sunny,Dry,Car,50,Male,Single vehicle accident,0,0
19/02/2020,9:00,Wednesday,V-C,14.06569067,121.3435216,Sunny,Dry,Motorcycle,34,Female,Rear-end collision,1,0
04/06/2021,0:48,Friday,San Nicolas (Mag-ampong),14.05923868,121.3106478,Sunny,Potholes,Bus,28,Female,Rear-end collision,0,0
20/01/2021,8:29,Wednesday,II-E (San Anton),14.08899907,121.340291,Sunny,Dry,Tricycle,38,Female,Pedestrian accident,1,1
20/04/2024,16:30,Saturday,II-F (Villa Rey),14.08000604,121.3311576,Sunny,Dry,Car,47,Male,Head-on collision,1,1
21/05/2022,8:03,Saturday,VI-A (Mavenida),14.07901544,121.3314929,Sunny,Dry,Truck,49,Male,Rear-end collision,0,0
11/06/2023,22:34,Sunday,II-B (Guadalupe 1),14.0750725,121.3055672,Sunny,Potholes,Car,18,Male,Single vehicle accident,2,0
27/01/2022,2:46,Thursday,VI-E (YMCA),14.0816113,121.3182412,Sunny,Gravel,Car,34,Male,Rear-end collision,0,0
24/11/2022,11:13,Thursday,Santa Monica,14.06845032,121.3190789,Sunny,Dry,Motorcycle,30,Male,Side-impact collision,1,0
21/07/2020,17:54,Tuesday,Santo Cristo,14.07888329,121.3307015,Rainy,Wet,Motorcycle,38,Female,Rear-end collision,0,0
30/12/2021,9:02,Thursday,V-B,14.0707505,121.318847,Sunny,Dry,Motorcycle,37,Female,Head-on collision,2,0
14/10/2023,19:02,Saturday,V-C,14.09304823,121.3284479,Rainy,Wet,Car,42,Female,Rear-end collision,0,0
11/06/2021,13:49,Friday,Santa Monica,14.07027222,121.320014,Rainy,Potholes,Bicycle,56,Female,Rear-end collision,2,0
14/07/2021,18:48,Wednesday,Santa Cruz (Putol),14.04906767,121.2995857,Cloudy,Gravel,Bus,34,Male,Single vehicle accident,0,0
25/11/2021,9:51,Thursday,San Antonio 2 (Sapa),14.08002312,121.3306628,Sunny,Dry,Bicycle,37,Male,Head-on collision,3,1
22/01/2022,23:13,Saturday,San Antonio 2 (Sapa),14.08976044,121.3412788,Sunny,Dry,Motorcycle,29,Male,Head-on collision,0,0
29/03/2024,17:49,Friday,Santo Cristo,14.06066272,121.3095416,Cloudy,Dry,Motorcycle,23,Male,Pedestrian accident,1,0
08/12/2020,15:15,Tuesday,San Antonio 2 (Sapa),14.08320238,121.3411857,Rainy,Wet,Tricycle,18,Female,Single vehicle accident,0,1
08/07/2020,14:48,Wednesday,Santa Isabel,14.0480973,121.2991014,Sunny,Potholes,Car,43,Male,Rear-end collision,1,0
26/12/2021,14:16,Sunday,San Juan (Putol),14.08053967,121.3311035,Sunny,Dry,Car,30,Male,Rear-end collision,1,0
08/01/2020,11:09,Wednesday,II-D (Bulante),14.05202521,121.3311525,Sunny,Dry,Motorcycle,56,Male,Head-on collision,3,0
14/10/2023,18:46,Saturday,Bautista,14.06094116,121.3110224,Cloudy,Potholes,Tricycle,26,Female,Side-impact collision,4,0
06/06/2024,17:06,Thursday,San Francisco (Calihan),14.06998672,121.3197429,Rainy,Potholes,Car,45,Male,Rear-end collision,3,0
19/05/2023,19:09,Friday,V-D,14.09141599,121.3059227,Sunny,Potholes,Car,42,Female,Single vehicle accident,1,1
27/08/2021,22:09,Friday,II-E (San Anton),14.05946058,121.3094629,Rainy,Wet,Tricycle,28,Male,Pedestrian accident,1,2
16/05/2021,15:36,Sunday,San Gregorio,14.06858841,121.3215876,Sunny,Dry,Bicycle,27,Male,Rear-end collision,1,0
31/12/2020,22:34,Thursday,San Miguel (Balintin),14.05519637,121.3075999,Rainy,Potholes,Motorcycle,38,Male,Single vehicle accident,0,0
09/08/2023,11:28,Wednesday,Concepcion (Bunot),14.06949113,121.3188284,Rainy,Wet,Car,30,Male,Rear-end collision,1,0
22/03/2021,20:06,Monday,San Lorenzo (Saluyan),14.05033624,121.301127,Sunny,Dry,Motorcycle,23,Male,Rear-end collision,1,0
19/04/2023,16:48,Wednesday,Santo Angel (Ilog),14.0908892,121.3403188,Sunny,Dry,Tricycle,45,Male,Rear-end collision,0,0
19/12/2022,0:11,Monday,Santa Ana,14.09595813,121.3036788,Sunny,Dry,Motorcycle,32,Male,Rear-end collision,0,1
04/11/2023,2:50,Saturday,Bautista,14.08997364,121.3392546,Sunny,Gravel,Bicycle,40,Male,Head-on collision,3,0
19/05/2021,6:10,Wednesday,San Lorenzo (Saluyan),14.04971221,121.3010526,Rainy,Wet,Motorcycle,44,Male,Head-on collision,3,1
05/02/2021,8:25,Friday,III-B,14.04833628,121.2989684,Rainy,Wet,Car,38,Male,Pedestrian accident,0,0
25/02/2023,19:31,Saturday,San Joaquin,14.05914284,121.3096871,Cloudy,Dry,Truck,41,Male,Rear-end collision,1,0
26/02/2020,8:48,Wednesday,IV-A,14.04969868,121.3007301,Stormy,Wet,Motorcycle,47,Male,Pedestrian accident,0,2
11/08/2021,13:44,Wednesday,V-A,14.08413497,121.3489912,Stormy,Wet,Motorcycle,21,Female,Head-on collision,5,1
10/09/2020,8:29,Thursday,Santo Niño (Arsum),14.07476165,121.3273229,Rainy,Gravel,Motorcycle,41,Male,Pedestrian accident,0,1
06/02/2020,9:22,Thursday,San Buenaventura (Palakpakin),14.05833283,121.3097538,Sunny,Dry,Motorcycle,48,Male,Head-on collision,5,0
09/08/2023,13:39,Wednesday,Concepcion (Bunot),14.07993,121.3303562,Sunny,Dry,Car,18,Male,Rear-end collision,3,0
02/12/2023,0:42,Saturday,III-E,14.0804948,121.3284917,Sunny,Potholes,Car,40,Male,Side-impact collision,2,0
27/04/2020,8:08,Monday,Santa Veronica (Bae),14.06990827,121.319778,Sunny,Dry,Motorcycle,29,Male,Side-impact collision,0,0
12/10/2020,2:27,Monday,Santa Monica,14.08840077,121.3404983,Sunny,Dry,Bicycle,35,Female,Head-on collision,3,0
17/10/2023,12:13,Tuesday,VII-A (P. Alcantara),14.05873284,121.3103697,Sunny,Dry,Car,28,Female,Single vehicle accident,2,0
29/07/2020,18:52,Wednesday,V-D,14.09535059,121.3306079,Sunny,Dry,Motorcycle,36,Male,Rear-end collision,0,0
17/04/2020,9:31,Friday,III-C (Labak/De Roma),14.04881742,121.2986919,Sunny,Dry,Tricycle,25,Male,Single vehicle accident,0,0
24/08/2022,8:02,Wednesday,San Pedro,14.0608427,121.3096087,Sunny,Dry,Car,21,Male,Rear-end collision,1,0
05/05/2020,9:31,Tuesday,VII-C,14.07084615,121.3195366,Sunny,Dry,Truck,34,Male,Rear-end collision,1,1
24/06/2022,16:37,Friday,Santa Catalina (Sandig),14.05442802,121.3324011,Sunny,Dry,Bus,42,Male,Pedestrian accident,2,0
03/01/2022,17:53,Monday,Santo Angel (Ilog),14.08052606,121.329898,Rainy,Wet,Bicycle,31,Female,Head-on collision,4,2
24/01/2021,11:45,Sunday,San Antonio 1 (Balanga),14.09128122,121.3401433,Rainy,Wet,Car,20,Male,Rear-end collision,2,0
07/12/2024,8:40,Saturday,Del Remedio (Wawa),14.04952514,121.3013213,Stormy,Wet,Bus,29,Male,Side-impact collision,3,0
23/02/2024,2:53,Friday,San Lucas 1 (Sabang),14.08093059,121.3281294,Sunny,Dry,Motorcycle,35,Male,Rear-end collision,0,0
16/04/2023,3:57,Sunday,III-A (Hermanos Belen),14.07222889,121.314322,Stormy,Wet,Motorcycle,40,Female,Side-impact collision,3,0
30/10/2023,0:58,Monday,VI-C (Bagong Pook),14.07361473,121.3059861,Sunny,Dry,Bicycle,26,Male,Single vehicle accident,0,0
30/05/2020,4:57,Saturday,Santa Maria Magdalena (Boe / Kuba),14.0701924,121.320534,Sunny,Dry,Car,47,Female,Side-impact collision,2,0
09/09/2022,16:22,Friday,Santa Ana,14.07966985,121.3284477,Rainy,Wet,Car,18,Male,Head-on collision,2,1
14/03/2021,0:11,Sunday,Dolores,14.06033674,121.3170059,Sunny,Dry,Tricycle,44,Male,Side-impact collision,1,0
08/10/2023,3:40,Sunday,III-E,14.07042381,121.3201116,Sunny,Dry,Bicycle,43,Female,Head-on collision,4,1
19/06/2021,12:49,Saturday,I-B (City+Riverside),14.05064017,121.2995983,Cloudy,Dry,Car,28,Male,Rear-end collision,2,0
16/09/2021,19:35,Thursday,San Lucas 1 (Sabang),14.08967751,121.3409549,Rainy,Wet,Tricycle,31,Male,Rear-end collision,1,0
19/10/2023,1:59,Thursday,San Lucas 2 (Malinaw),14.08822133,121.3370049,Rainy,Gravel,Car,28,Male,Rear-end collision,0,0
27/04/2023,9:35,Thursday,Concepcion (Bunot),14.05898943,121.3088469,Sunny,Gravel,Tricycle,18,Male,Rear-end collision,3,0
21/09/2023,23:05,Thursday,San Lorenzo (Saluyan),14.09226611,121.3387261,Rainy,Wet,Car,23,Male,Rear-end collision,0,0
14/04/2022,6:06,Thursday,Soledad (Macopa),14.07953822,121.3316065,Sunny,Gravel,Motorcycle,38,Male,Single vehicle accident,1,0
15/08/2023,4:45,Tuesday,Dolores,14.08922096,121.3392877,Sunny,Dry,Car,32,Male,Rear-end collision,2,0
03/09/2021,20:55,Friday,V-A,14.09938745,121.3345071,Sunny,Potholes,Car,26,Male,Pedestrian accident,3,0
12/05/2020,16:37,Tuesday,San Pedro,14.05955092,121.3090309,Cloudy,Dry,Bus,32,Male,Side-impact collision,1,0
12/05/2023,4:09,Friday,II-D (Bulante),14.05015915,121.3001613,Sunny,Dry,Car,32,Male,Head-on collision,5,0
02/08/2022,10:13,Tuesday,Santa Catalina (Sandig),14.08994158,121.3381066,Stormy,Wet,Car,39,Female,Single vehicle accident,1,0
05/09/2020,5:46,Saturday,San Pedro,14.05618092,121.333284,Rainy,Wet,Motorcycle,22,Male,Pedestrian accident,0,2
15/10/2022,7:20,Saturday,San Francisco (Calihan),14.07810006,121.344162,Sunny,Dry,Tricycle,32,Female,Head-on collision,2,0
12/09/2022,7:50,Monday,San Francisco (Calihan),14.07090051,121.317809,Stormy,Wet,Motorcycle,45,Female,Rear-end collision,1,0
11/12/2022,18:13,Sunday,IV-B,14.08442956,121.3373651,Sunny,Dry,Car,30,Male,Rear-end collision,1,0
02/08/2024,18:13,Friday,San Mateo (Imok),14.06064914,121.3273786,Sunny,Dry,Motorcycle,26,Female,Single vehicle accident,0,0
23/10/2020,17:37,Friday,IV-A,14.0574754,121.3098757,Sunny,Dry,Car,58,Male,Rear-end collision,1,0
02/02/2020,16:42,Sunday,VI-A (Mavenida),14.06315504,121.301577,Sunny,Dry,Motorcycle,43,Female,Head-on collision,6,1
23/12/2020,22:40,Wednesday,VII-E,14.05778624,121.3190778,Stormy,Wet,Motorcycle,25,Female,Side-impact collision,3,0
27/02/2023,6:25,Monday,VII-E,14.06431696,121.3297795,Sunny,Dry,Car,21,Male,Head-on collision,2,2
15/04/2021,16:20,Thursday,San Vicente,14.08349346,121.3205836,Rainy,Wet,Car,43,Male,Head-on collision,4,0
23/04/2022,1:55,Saturday,Soledad (Macopa),14.05840493,121.3099474,Rainy,Wet,Motorcycle,18,Male,Rear-end collision,0,0
15/12/2021,1:41,Wednesday,VI-C (Bagong Pook),14.0876371,121.3392373,Rainy,Wet,Car,39,Male,Single vehicle accident,1,0
22/07/2023,17:16,Saturday,San Diego (Tilim),14.09032292,121.340818,Cloudy,Potholes,Motorcycle,37,Male,Pedestrian accident,2,0
03/03/2020,5:01,Tuesday,II-F (Villa Rey),14.08893823,121.3389956,Rainy,Wet,Motorcycle,46,Male,Head-on collision,4,0
03/12/2020,22:46,Thursday,III-F (Balagtas),14.04859249,121.2973204,Rainy,Wet,Motorcycle,36,Male,Side-impact collision,2,0
18/06/2023,11:05,Sunday,VI-C (Bagong Pook),14.08450708,121.3018285,Sunny,Dry,Car,21,Male,Pedestrian accident,2,0
14/08/2024,18:45,Wednesday,Santa Maria Magdalena (Boe / Kuba),14.08213137,121.3300369,Rainy,Gravel,Bus,30,Male,Rear-end collision,1,0
21/01/2023,5:39,Saturday,III-E,14.05973851,121.3112972,Sunny,Potholes,Car,21,Male,Single vehicle accident,1,0
04/05/2024,16:26,Saturday,I-A (Sambat),14.09055113,121.3397383,Sunny,Dry,Car,47,Female,Rear-end collision,0,0
19/06/2024,2:30,Wednesday,IV-B,14.07028077,121.3198695,Sunny,Potholes,Truck,31,Female,Pedestrian accident,2,0
08/07/2023,6:01,Saturday,IV-C,14.08982943,121.3404206,Sunny,Dry,Truck,29,Male,Single vehicle accident,1,0
28/08/2023,15:29,Monday,San Nicolas (Mag-ampong),14.0482263,121.3014075,Sunny,Dry,Motorcycle,40,Male,Side-impact collision,0,0
11/12/2020,19:00,Friday,II-D (Bulante),14.08208491,121.3310594,Stormy,Wet,Motorcycle,46,Male,Single vehicle accident,2,0
30/06/2024,2:20,Sunday,San Pedro,14.0521108,121.3334526,Sunny,Dry,Motorcycle,44,Female,Side-impact collision,3,0
26/03/2023,12:12,Sunday,II-E (San Anton),14.07913548,121.3290657,Sunny,Dry,Car,40,Female,Rear-end collision,2,0
30/10/2020,19:20,Friday,San Francisco (Calihan),14.06867202,121.3204626,Sunny,Dry,Motorcycle,49,Female,Single vehicle accident,3,0
13/01/2023,21:35,Friday,Santo Cristo,14.06906109,121.3196785,Rainy,Wet,Motorcycle,34,Male,Rear-end collision,1,0
21/02/2023,21:45,Tuesday,Del Remedio (Wawa),14.07040685,121.322781,Rainy,Wet,Motorcycle,31,Male,Single vehicle accident,0,1
10/08/2022,7:08,Wednesday,San Marcos (Tikew),14.05839715,121.337228,Rainy,Wet,Motorcycle,27,Male,Side-impact collision,2,0
18/02/2023,5:45,Saturday,San Rafael (Buluburan),14.05011788,121.2997604,Rainy,Wet,Tricycle,50,Female,Rear-end collision,1,1
04/11/2021,7:49,Thursday,III-E,14.08555064,121.3394121,Rainy,Wet,Motorcycle,37,Male,Head-on collision,4,0
10/11/2021,20:25,Wednesday,San Francisco (Calihan),14.08497796,121.3345453,Sunny,Dry,Motorcycle,40,Female,Rear-end collision,1,0
13/03/2024,9:12,Wednesday,Santo Niño (Arsum),14.08069516,121.3197963,Sunny,Dry,Car,45,Female,Single vehicle accident,0,0
17/06/2024,5:10,Monday,II-F (Villa Rey),14.07054651,121.320272,Rainy,Gravel,Car,36,Female,Head-on collision,2,1
14/08/2021,0:35,Saturday,III-E,14.08888014,121.3391607,Rainy,Wet,Car,25,Male,Rear-end collision,1,0
12/09/2024,22:03,Thursday,San Jose (Malamig),14.08473196,121.3294762,Sunny,Dry,Car,36,Female,Rear-end collision,0,1
29/09/2023,13:24,Friday,Santo Angel (Ilog),14.07936203,121.3300506,Cloudy,Dry,Motorcycle,22,Male,Head-on collision,4,0
22/05/2020,6:54,Friday,San Miguel (Balintin),14.08152373,121.3324323,Sunny,Dry,Car,46,Male,Pedestrian accident,0,0
24/04/2020,22:16,Friday,III-E,14.08034268,121.3300481,Rainy,Wet,Car,44,Male,Side-impact collision,0,0
30/06/2023,22:02,Friday,V-C,14.09222416,121.3395686,Stormy,Wet,Car,46,Female,Head-on collision,6,1
23/07/2024,0:30,Tuesday,San Antonio 2 (Sapa),14.0590693,121.3111049,Rainy,Wet,Motorcycle,54,Male,Side-impact collision,3,0
21/11/2023,11:22,Tuesday,San Nicolas (Mag-ampong),14.07010161,121.3204101,Sunny,Dry,Motorcycle,33,Male,Side-impact collision,2,0
22/05/2020,14:02,Friday,Santa Veronica (Bae),14.04958136,121.30124,Cloudy,Gravel,Motorcycle,57,Male,Rear-end collision,0,0
16/02/2021,20:50,Tuesday,III-F (Balagtas),14.06907047,121.317822,Rainy,Wet,Car,36,Male,Side-impact collision,4,0
15/05/2021,15:26,Saturday,San Roque (Sambat),14.06025846,121.3095019,Sunny,Dry,Car,37,Male,Side-impact collision,1,0
15/08/2023,19:09,Tuesday,VI-E (YMCA),14.07224402,121.322668,Cloudy,Dry,Motorcycle,57,Male,Side-impact collision,3,0
30/09/2024,18:25,Monday,San Francisco (Calihan),14.04934738,121.3006034,Cloudy,Dry,Bus,36,Female,Head-on collision,5,0
07/04/2021,9:27,Wednesday,I-B (City+Riverside),14.08975911,121.3400263,Sunny,Dry,Truck,55,Male,Head-on collision,0,1
14/09/2024,16:15,Saturday,III-E,14.06774347,121.3255795,Stormy,Gravel,Motorcycle,54,Male,Side-impact collision,6,1
18/01/2024,9:15,Thursday,Santa Catalina (Sandig),14.09538971,121.3166934,Sunny,Dry,Motorcycle,22,Male,Single vehicle accident,1,0
10/07/2020,8:17,Friday,Santa Elena,14.08938762,121.3395275,Sunny,Dry,Car,27,Male,Side-impact collision,0,0
11/08/2021,5:28,Wednesday,San Buenaventura (Palakpakin),14.0601138,121.3097461,Sunny,Dry,Motorcycle,23,Female,Head-on collision,6,0
23/05/2020,17:24,Saturday,IV-B,14.09072149,121.340804,Sunny,Potholes,Car,24,Female,Rear-end collision,0,0
24/01/2022,12:09,Monday,VI-C (Bagong Pook),14.0698045,121.3210139,Rainy,Gravel,Motorcycle,23,Male,Rear-end collision,0,0
10/04/2022,8:10,Sunday,VII-C,14.08723367,121.314338,Sunny,Dry,Motorcycle,51,Male,Rear-end collision,3,0
03/10/2020,13:09,Saturday,San Jose (Malamig),14.08651001,121.3168547,Sunny,Dry,Motorcycle,39,Male,Side-impact collision,2,0
07/02/2024,22:39,Wednesday,III-F (Balagtas),14.06017872,121.3104921,Rainy,Wet,Tricycle,43,Male,Head-on collision,3,1
09/02/2023,18:57,Thursday,San Antonio 2 (Sapa),14.08440262,121.3427898,Sunny,Dry,Car,40,Male,Head-on collision,4,1
19/04/2020,7:10,Sunday,Dolores,14.04763044,121.3008583,Sunny,Dry,Car,35,Male,Rear-end collision,1,0
03/02/2024,17:55,Saturday,Santa Monica,14.07071559,121.3213622,Rainy,Wet,Car,28,Male,Rear-end collision,1,0
02/04/2023,8:28,Sunday,Dolores,14.07118275,121.3177049,Sunny,Dry,Motorcycle,38,Female,Rear-end collision,1,0
10/11/2021,19:03,Wednesday,San Joaquin,14.09969854,121.3365652,Sunny,Dry,Truck,40,Male,Rear-end collision,1,0
29/11/2024,19:29,Friday,V-C,14.08072776,121.3291867,Sunny,Dry,Car,27,Male,Side-impact collision,1,1
09/12/2022,23:23,Friday,San Isidro (Balagbag),14.06974005,121.3200167,Rainy,Potholes,Truck,31,Male,Single vehicle accident,1,1
28/08/2022,7:28,Sunday,San Juan (Putol),14.09596288,121.3158755,Cloudy,Dry,Truck,40,Male,Rear-end collision,1,0
29/05/2024,13:48,Wednesday,II-D (Bulante),14.05923457,121.3112479,Sunny,Dry,Car,51,Male,Single vehicle accident,1,0
29/03/2023,8:21,Wednesday,San Lorenzo (Saluyan),14.08024252,121.3322215,Sunny,Dry,Car,25,Male,Head-on collision,1,1
20/01/2022,17:04,Thursday,San Lucas 1 (Sabang),14.09020034,121.3397108,Rainy,Wet,Tricycle,18,Male,Rear-end collision,0,0
05/09/2023,19:15,Tuesday,Santa Ana,14.05051122,121.299336,Rainy,Wet,Motorcycle,18,Male,Single vehicle accident,2,0
07/01/2023,6:47,Saturday,San Isidro (Balagbag),14.05953,121.3081604,Cloudy,Dry,Motorcycle,27,Male,Head-on collision,3,0
09/02/2022,14:27,Wednesday,San Antonio 2 (Sapa),14.09000514,121.3392987,Cloudy,Dry,Truck,46,Female,Side-impact collision,2,0
17/05/2020,19:52,Sunday,VI-E (YMCA),14.09441755,121.3029334,Rainy,Potholes,Motorcycle,33,Male,Head-on collision,0,0
06/06/2021,13:18,Sunday,I-A (Sambat),14.05834757,121.3486916,Sunny,Dry,Car,30,Female,Single vehicle accident,0,1
26/05/2022,11:52,Thursday,II-A (Triangulo Guadalupe 2),14.09165764,121.3096009,Cloudy,Potholes,Truck,26,Male,Side-impact collision,1,0
11/09/2022,8:40,Sunday,VII-A (P. Alcantara),14.06000212,121.3092292,Rainy,Wet,Car,40,Male,Side-impact collision,0,0
01/12/2024,1:56,Sunday,San Lucas 1 (Sabang),14.0799523,121.3294208,Sunny,Dry,Motorcycle,48,Male,Pedestrian accident,4,1
05/03/2024,5:28,Tuesday,II-D (Bulante),14.07913221,121.332272,Sunny,Dry,Truck,43,Male,Side-impact collision,2,0
20/02/2022,10:09,Sunday,Del Remedio (Wawa),14.0514126,121.3450805,Rainy,Wet,Car,46,Male,Head-on collision,5,1
21/12/2021,12:11,Tuesday,V-D,14.07882746,121.3292043,Sunny,Potholes,Truck,41,Male,Head-on collision,2,1
19/06/2020,14:37,Friday,VI-E (YMCA),14.0907106,121.3392352,Rainy,Wet,Car,42,Female,Rear-end collision,0,0
25/04/2020,10:52,Saturday,San Jose (Malamig),14.09055403,121.3392424,Cloudy,Dry,Tricycle,25,Male,Head-on collision,2,2
06/09/2021,19:45,Monday,III-D (Vilongco),14.06769722,121.3206776,Rainy,Wet,Car,26,Female,Head-on collision,1,2
24/07/2024,19:40,Wednesday,II-E (San Anton),14.04940447,121.3002143,Rainy,Wet,Tricycle,37,Female,Rear-end collision,1,0
30/09/2022,20:11,Friday,San Francisco (Calihan),14.05967606,121.3101062,Rainy,Wet,Motorcycle,31,Male,Side-impact collision,2,0
23/02/2021,4:13,Tuesday,Santo Angel (Ilog),14.06105026,121.307123,Cloudy,Gravel,Truck,33,Male,Rear-end collision,1,0
21/10/2021,8:37,Thursday,II-D (Bulante),14.07753049,121.344857,Rainy,Wet,Motorcycle,45,Male,Pedestrian accident,1,0
13/05/2020,7:11,Wednesday,VII-B,14.07019729,121.3195721,Sunny,Dry,Car,46,Male,Rear-end collision,1,1
09/12/2021,23:52,Thursday,I-B (City+Riverside),14.05168202,121.3001186,Sunny,Dry,Car,20,Male,Single vehicle accident,3,0
20/02/2024,18:39,Tuesday,V-D,14.05211128,121.3059771,Rainy,Wet,Car,33,Female,Rear-end collision,2,0
17/04/2024,6:25,Wednesday,Santo Cristo,14.08944569,121.3407685,Rainy,Wet,Motorcycle,25,Female,Rear-end collision,5,0
06/06/2024,12:10,Thursday,San Juan (Putol),14.09415201,121.3224485,Sunny,Dry,Motorcycle,37,Male,Side-impact collision,2,0
13/04/2021,14:20,Tuesday,Santo Cristo,14.06162835,121.3110103,Rainy,Wet,Motorcycle,20,Female,Rear-end collision,3,0
27/05/2022,19:48,Friday,Santiago II (Bulaho),14.0491556,121.3025291,Sunny,Dry,Tricycle,31,Female,Rear-end collision,0,0
01/07/2021,8:07,Thursday,San Mateo (Imok),14.07853226,121.3299256,Rainy,Wet,Motorcycle,41,Male,Rear-end collision,1,0
09/01/2022,18:35,Sunday,San Miguel (Balintin),14.0589028,121.310119,Rainy,Wet,Bicycle,41,Male,Side-impact collision,0,0
18/07/2021,4:57,Sunday,Santa Ana,14.05919649,121.3099898,Sunny,Dry,Truck,30,Female,Rear-end collision,1,0
16/01/2020,18:37,Thursday,Santa Maria,14.08902964,121.3220467,Cloudy,Dry,Car,22,Female,Single vehicle accident,0,0
25/01/2020,1:21,Saturday,V-B,14.08522674,121.3117534,Cloudy,Dry,Motorcycle,31,Male,Rear-end collision,0,0
11/12/2020,3:27,Friday,San Roque (Sambat),14.06725112,121.320654,Stormy,Wet,Motorcycle,21,Male,Single vehicle accident,1,0
06/11/2024,21:10,Wednesday,San Buenaventura (Palakpakin),14.05137712,121.2988364,Rainy,Wet,Truck,38,Male,Pedestrian accident,3,1
07/05/2020,9:24,Thursday,VII-E,14.0497432,121.300022,Sunny,Dry,Car,35,Male,Rear-end collision,1,0
29/03/2020,11:52,Sunday,V-D,14.090041,121.3399348,Rainy,Wet,Truck,18,Male,Head-on collision,3,0
16/03/2020,10:17,Monday,II-A (Triangulo Guadalupe 2),14.0698825,121.3213716,Sunny,Dry,Motorcycle,33,Male,Single vehicle accident,0,0
08/09/2023,15:07,Friday,Atisan,14.06042618,121.3100011,Rainy,Potholes,Car,37,Male,Head-on collision,1,0
21/09/2022,11:08,Wednesday,Santa Isabel,14.07134176,121.3199511,Rainy,Wet,Car,36,Female,Rear-end collision,2,0
26/11/2024,21:25,Tuesday,Santo Niño (Arsum),14.04890029,121.3010585,Sunny,Dry,Truck,37,Male,Side-impact collision,4,0
08/02/2023,8:19,Wednesday,VII-B,14.05731842,121.3110467,Rainy,Wet,Motorcycle,53,Female,Side-impact collision,1,0
27/07/2024,4:52,Saturday,VII-C,14.04981205,121.2978762,Sunny,Gravel,Tricycle,52,Male,Rear-end collision,0,0
06/01/2021,2:34,Wednesday,Santa Monica,14.07052408,121.3186218,Sunny,Dry,Car,60,Male,Single vehicle accident,0,1
04/11/2020,7:10,Wednesday,San Francisco (Calihan),14.07247407,121.3282473,Rainy,Gravel,Motorcycle,38,Female,Side-impact collision,2,0
04/06/2021,18:04,Friday,San Jose (Malamig),14.08850834,121.3367461,Rainy,Wet,Car,28,Female,Single vehicle accident,2,0
01/05/2024,20:36,Wednesday,San Antonio 1 (Balanga),14.05849655,121.31166,Sunny,Gravel,Motorcycle,35,Male,Pedestrian accident,2,1
22/08/2024,20:51,Thursday,San Bartolome (Matang-ag),14.05965925,121.3100084,Rainy,Wet,Truck,21,Male,Rear-end collision,2,0
06/02/2021,10:23,Saturday,III-A (Hermanos Belen),14.05940141,121.3107583,Sunny,Potholes,Car,37,Male,Rear-end collision,0,0
